PID,PID_Movie,MovieName,Genre
73,22,Black and Blue (2019) , Action
74,22,Black and Blue (2019) , Crime
75,22,Black and Blue (2019) , Drama
76,22,Black and Blue (2019) , Thriller
77,23,Captive State (2019) , Action
78,23,Captive State (2019) , Adventure
79,23,Captive State (2019) , Drama
80,23,Captive State (2019) , Horror
81,23,Captive State (2019) , Mystery
82,23,Captive State (2019) , Sci-Fi
83,23,Captive State (2019) , Thriller
84,24,Once Upon a Time... in Hollywood (2019) , Comedy
85,24,Once Upon a Time... in Hollywood (2019) , Drama
86,25,A Beautiful Day in the Neighborhood (2019) , Biography
87,25,A Beautiful Day in the Neighborhood (2019) , Drama
88,26,Rocketman (2019) , Biography
89,26,Rocketman (2019) , Drama
90,26,Rocketman (2019) , Music
91,26,Rocketman (2019) , Musical
92,27,Jexi (2019) , Comedy
93,28,In the Shadow of the Moon (2019) , Crime
94,28,In the Shadow of the Moon (2019) , Mystery
95,28,In the Shadow of the Moon (2019) , Sci-Fi
96,28,In the Shadow of the Moon (2019) , Thriller
97,29,3 from Hell (2019) , Horror
98,30,Eli (2019) , Horror
99,31,Pokémon Detective Pikachu (2019) , Adventure
100,31,Pokémon Detective Pikachu (2019) , Comedy
101,31,Pokémon Detective Pikachu (2019) , Family
102,31,Pokémon Detective Pikachu (2019) , Mystery
103,31,Pokémon Detective Pikachu (2019) , Sci-Fi
104,32,Aniara (2018) , Drama
105,32,Aniara (2018) , Sci-Fi
106,33,Climax (2018) , Drama
107,33,Climax (2018) , Horror
108,33,Climax (2018) , Music
109,33,Climax (2018) , Thriller
110,34,Ad Astra (2019) , Adventure
111,34,Ad Astra (2019) , Drama
112,34,Ad Astra (2019) , Mystery
113,34,Ad Astra (2019) , Sci-Fi
114,34,Ad Astra (2019) , Thriller
115,35,Alita: Battle Angel (2019) , Action
116,35,Alita: Battle Angel (2019) , Adventure
117,35,Alita: Battle Angel (2019) , Sci-Fi
118,35,Alita: Battle Angel (2019) , Thriller
119,36,Avengers: Endgame (2019) , Action
120,36,Avengers: Endgame (2019) , Adventure
121,36,Avengers: Endgame (2019) , Drama
122,36,Avengers: Endgame (2019) , Sci-Fi
123,37,Under the Silver Lake (2018) , Crime
124,37,Under the Silver Lake (2018) , Drama
125,37,Under the Silver Lake (2018) , Mystery
126,37,Under the Silver Lake (2018) , Thriller
127,38,Knives Out (2019) , Comedy
128,38,Knives Out (2019) , Crime
129,38,Knives Out (2019) , Drama
130,38,Knives Out (2019) , Mystery
131,38,Knives Out (2019) , Thriller
132,39,Hustlers (2019) , Comedy
133,39,Hustlers (2019) , Crime
134,39,Hustlers (2019) , Drama
135,39,Hustlers (2019) , Thriller
136,40,Ford v Ferrari (2019) , Action
137,40,Ford v Ferrari (2019) , Biography
138,40,Ford v Ferrari (2019) , Drama
139,40,Ford v Ferrari (2019) , Sport
140,41,Crawl (2019) , Drama
141,41,Crawl (2019) , Horror
142,41,Crawl (2019) , Thriller
143,42,Doctor Sleep (2019) , Drama
144,42,Doctor Sleep (2019) , Fantasy
145,42,Doctor Sleep (2019) , Horror
146,42,Doctor Sleep (2019) , Thriller
147,43,Brightburn (2019) , Drama
148,43,Brightburn (2019) , Horror
149,43,Brightburn (2019) , Mystery
150,43,Brightburn (2019) , Sci-Fi
151,44,Long Shot (2019) , Comedy
152,44,Long Shot (2019) , Romance
153,45,47 Meters Down: Uncaged (2019) , Adventure
154,45,47 Meters Down: Uncaged (2019) , Drama
155,45,47 Meters Down: Uncaged (2019) , Horror
156,45,47 Meters Down: Uncaged (2019) , Thriller
157,46,Anna (2019) , Action
158,46,Anna (2019) , Thriller
159,47,Hellboy (2019) , Action
160,47,Hellboy (2019) , Adventure
161,47,Hellboy (2019) , Fantasy
162,47,Hellboy (2019) , Horror
163,47,Hellboy (2019) , Sci-Fi
164,48,Greta (2018) , Drama
165,48,Greta (2018) , Mystery
166,48,Greta (2018) , Thriller
167,49,The Beach Bum (2019) , Comedy
168,50,Countdown (2019) , Horror
169,50,Countdown (2019) , Thriller
